WBGeneID,Sequence.name,tissue
WBGene00005223,srg-66,nervous-system
WBGene00005228,srh-2,intestine
WBGene00005229,srh-3,nervous-system
WBGene00005230,srh-4,nervous-system
WBGene00005231,srh-5,nervous-system
WBGene00005235,srh-9,reproductive-system
WBGene00005236,srh-10,nervous-system
WBGene00005243,srh-18,nervous-system
WBGene00005245,srh-20,nervous-system
WBGene00005246,srh-21,nervous-system
WBGene00005247,srh-22,reproductive-system
WBGene00005250,srh-27,nervous-system
WBGene00005251,srh-28,nervous-system
WBGene00005253,srh-30,nervous-system
WBGene00005254,srh-31,nervous-system
WBGene00005258,srh-35,intestine
WBGene00005262,srh-39,intestine
WBGene00005264,srh-41,nervous-system
WBGene00005267,srh-44,nervous-system
WBGene00005269,srh-46,nervous-system
WBGene00005271,srh-48,intestine
WBGene00005275,srh-52,nervous-system
WBGene00005277,srh-54,nervous-system
WBGene00005279,srh-56,nervous-system
WBGene00005280,srh-57,nervous-system
WBGene00005281,srh-59,nervous-system
WBGene00005283,srh-61,nervous-system
WBGene00005284,srh-62,nervous-system
WBGene00005289,srh-68,nervous-system
WBGene00005290,srh-69,nervous-system
WBGene00005295,srh-74,nervous-system
WBGene00005297,srh-76,nervous-system
WBGene00005300,srh-79,nervous-system
WBGene00005308,srh-87,reproductive-system
WBGene00005311,srh-90,nervous-system
WBGene00005315,srh-95,reproductive-system
WBGene00005318,srh-99,nervous-system
WBGene00005319,srh-100,nervous-system
WBGene00005320,srh-101,nervous-system
WBGene00005327,srh-108,nervous-system
WBGene00005330,srh-111,nervous-system
WBGene00005331,srh-112,nervous-system
WBGene00005344,srh-127,nervous-system
WBGene00005345,srh-128,nervous-system
WBGene00005346,srh-129,nervous-system
WBGene00005348,srh-131,nervous-system
WBGene00005349,srh-132,nervous-system
WBGene00005355,srh-138,nervous-system
WBGene00005356,srh-139,nervous-system
WBGene00005359,srh-142,nervous-system
WBGene00005362,srh-146,nervous-system
WBGene00005363,srh-147,intestine
WBGene00005366,srh-150,nervous-system
WBGene00005370,srh-154,nervous-system
WBGene00005375,srh-159,reproductive-system
WBGene00005382,srh-166,nervous-system
WBGene00005391,srh-175,nervous-system
WBGene00005392,srh-177,nervous-system
WBGene00005395,srh-180,nervous-system
WBGene00005397,srh-182,nervous-system
WBGene00005399,srh-184,reproductive-system
WBGene00005402,srh-187,nervous-system
WBGene00005406,srh-193,nervous-system
WBGene00005408,srh-195,intestine
WBGene00005410,srh-199,nervous-system
WBGene00005412,srh-201,nervous-system
WBGene00005415,srh-204,nervous-system
WBGene00005421,srh-211,nervous-system
WBGene00005423,srh-213,nervous-system
WBGene00005425,srh-215,nervous-system
WBGene00005430,srh-220,nervous-system
WBGene00005438,srh-230,nervous-system
WBGene00005441,srh-234,nervous-system
WBGene00005444,srh-237,intestine
WBGene00005452,srh-246,nervous-system
WBGene00005461,srh-255,nervous-system
WBGene00005477,srh-271,nervous-system
WBGene00005481,srh-276,nervous-system
WBGene00005482,srh-277,nervous-system
WBGene00005483,srh-278,nervous-system
WBGene00005484,srh-279,nervous-system
WBGene00005486,srh-281,nervous-system
WBGene00005492,srh-288,nervous-system
WBGene00005502,srh-298,nervous-system
WBGene00005504,srh-300,nervous-system
WBGene00005511,srh-307,nervous-system
WBGene00005513,sri-1,nervous-system
WBGene00005514,sri-2,nervous-system
WBGene00005520,sri-8,reproductive-system
WBGene00005521,sri-9,nervous-system
WBGene00005522,sri-10,reproductive-system
WBGene00005524,sri-12,nervous-system
WBGene00005529,sri-17,intestine
WBGene00005530,sri-18,nervous-system
WBGene00005532,sri-20,nervous-system
WBGene00005533,sri-21,nervous-system
WBGene00005536,sri-24,nervous-system
WBGene00005537,sri-25,intestine
WBGene00005538,sri-26,nervous-system
WBGene00005539,sri-27,intestine
WBGene00005540,sri-28,nervous-system
WBGene00005542,sri-30,nervous-system
WBGene00005545,sri-33,nervous-system
WBGene00005551,sri-39,nervous-system
WBGene00005552,sri-40,reproductive-system
WBGene00005553,sri-41,nervous-system
WBGene00005555,sri-43,nervous-system
WBGene00005557,sri-45,nervous-system
WBGene00005558,sri-46,nervous-system
WBGene00005559,sri-47,nervous-system
WBGene00005560,sri-48,nervous-system
WBGene00005562,sri-50,nervous-system
WBGene00005563,sri-51,nervous-system
WBGene00005566,sri-54,nervous-system
WBGene00005568,sri-56,nervous-system
WBGene00005572,sri-60,nervous-system
WBGene00005573,sri-61,nervous-system
WBGene00005582,sri-70,nervous-system
WBGene00005586,sri-74,nervous-system
WBGene00005593,srj-5,nervous-system
WBGene00005594,srj-6,nervous-system
WBGene00005596,srj-8,nervous-system
WBGene00005597,srj-9,nervous-system
WBGene00005598,srj-10,intestine
WBGene00005604,srj-16,nervous-system
WBGene00005609,srj-21,nervous-system
WBGene00005610,srj-22,nervous-system
WBGene00005613,srj-25,nervous-system
WBGene00005614,srj-26,nervous-system
WBGene00005615,srj-27,nervous-system
WBGene00005622,srj-38,nervous-system
WBGene00005624,srj-40,nervous-system
WBGene00005626,srj-44,nervous-system
WBGene00005633,srj-54,nervous-system
WBGene00005635,srj-57,intestine
WBGene00005638,srm-1,nervous-system
WBGene00005639,srm-2,nervous-system
WBGene00005640,srn-1,nervous-system
WBGene00005641,sro-1,nervous-system
WBGene00005646,srp-5,epithelial-system
WBGene00005650,srp-9,intestine
WBGene00005656,srr-5,nervous-system
WBGene00005658,srr-7,nervous-system
WBGene00005660,srr-9,nervous-system
WBGene00005664,sru-1,nervous-system
WBGene00005665,sru-2,nervous-system
WBGene00005666,sru-3,nervous-system
WBGene00005667,sru-4,nervous-system
WBGene00005668,sru-5,nervous-system
WBGene00005669,sru-6,nervous-system
WBGene00005670,sru-7,nervous-system
WBGene00005671,sru-8,nervous-system
WBGene00005675,sru-12,nervous-system
WBGene00005676,sru-13,nervous-system
WBGene00005690,sru-27,nervous-system
WBGene00005691,sru-28,nervous-system
WBGene00005692,sru-29,nervous-system
WBGene00005693,sru-30,nervous-system
WBGene00005695,sru-32,nervous-system
WBGene00005697,sru-34,nervous-system
WBGene00005700,sru-37,reproductive-system
WBGene00005702,sru-39,nervous-system
WBGene00005709,sru-46,nervous-system
WBGene00005713,srv-2,nervous-system
WBGene00005714,srv-3,nervous-system
WBGene00005715,srv-4,nervous-system
WBGene00005716,srv-5,nervous-system
WBGene00005718,srv-7,nervous-system
WBGene00005722,srv-11,nervous-system
WBGene00005723,srv-12,nervous-system
WBGene00005728,srv-17,nervous-system
WBGene00005732,srv-21,nervous-system
WBGene00005733,srv-22,nervous-system
WBGene00005738,srv-27,nervous-system
WBGene00005739,srv-28,nervous-system
WBGene00005741,srv-30,nervous-system
WBGene00005742,srv-31,nervous-system
WBGene00005743,srv-32,nervous-system
WBGene00005744,ops-1,nervous-system
WBGene00005745,srv-34,nervous-system
WBGene00005754,srw-7,nervous-system
WBGene00005757,srw-10,nervous-system
WBGene00005759,srw-12,coelomic-system
WBGene00005761,srw-14,nervous-system
WBGene00005764,srw-17,nervous-system
WBGene00005766,srw-19,nervous-system
WBGene00005769,srw-22,intestine
WBGene00005773,srw-26,nervous-system
WBGene00005780,srw-33,intestine
WBGene00005782,srw-35,nervous-system
WBGene00005784,srw-37,nervous-system
WBGene00005787,srw-40,nervous-system
WBGene00005790,srw-43,nervous-system
WBGene00005808,srw-61,nervous-system
WBGene00005815,srw-68,nervous-system
WBGene00005818,srw-71,nervous-system
WBGene00005825,srw-78,nervous-system
WBGene00005832,srw-85,nervous-system
WBGene00005835,srw-88,nervous-system
WBGene00005841,srw-94,nervous-system
WBGene00005842,srw-95,nervous-system
WBGene00005848,srw-101,nervous-system
WBGene00005850,srw-103,nervous-system
WBGene00005854,srw-107,intestine
WBGene00005859,srw-112,nervous-system
WBGene00005864,srw-117,nervous-system
WBGene00005866,srw-119,nervous-system
WBGene00005869,srw-122,nervous-system
WBGene00005886,srw-139,nervous-system
WBGene00005889,srw-142,nervous-system
WBGene00005893,srx-2,nervous-system
WBGene00005894,srx-3,nervous-system
WBGene00005897,srx-6,nervous-system
WBGene00005898,srx-7,nervous-system
WBGene00005902,srx-11,nervous-system
WBGene00005906,srx-15,nervous-system
WBGene00005908,srx-17,nervous-system
WBGene00005910,srx-19,nervous-system
WBGene00005913,srx-22,nervous-system
WBGene00005923,srx-32,nervous-system
WBGene00005931,fbxa-199,intestine
WBGene00005934,srx-43,nervous-system
WBGene00005935,srx-44,nervous-system
WBGene00005941,srx-50,nervous-system
WBGene00005947,srx-56,nervous-system
WBGene00005949,srx-58,intestine
WBGene00005950,srx-59,nervous-system
WBGene00005954,srx-63,nervous-system
WBGene00005955,srx-64,nervous-system
WBGene00005956,srx-65,nervous-system
WBGene00005958,srx-67,nervous-system
WBGene00005959,srx-68,nervous-system
WBGene00005961,srx-70,nervous-system
WBGene00005967,srx-76,nervous-system
WBGene00005968,srx-77,nervous-system
WBGene00005970,srx-79,nervous-system
WBGene00005971,srx-80,nervous-system
WBGene00005973,srx-82,nervous-system
WBGene00005976,srx-85,nervous-system
WBGene00005983,srx-92,nervous-system
WBGene00005986,srx-95,nervous-system
WBGene00005988,srx-97,nervous-system
WBGene00005989,srx-98,nervous-system
WBGene00005995,srx-104,nervous-system
WBGene00005996,srx-105,nervous-system
WBGene00005998,srx-107,nervous-system
WBGene00006001,srx-110,nervous-system
WBGene00006002,srx-111,nervous-system
WBGene00006004,srx-113,nervous-system
WBGene00006005,srx-114,nervous-system
WBGene00006006,srx-115,nervous-system
WBGene00006008,srx-117,nervous-system
WBGene00006014,srx-123,nervous-system
WBGene00006015,srx-124,nervous-system
WBGene00006016,srx-125,intestine
WBGene00006017,srx-126,nervous-system
WBGene00006020,srx-129,nervous-system
WBGene00006022,srx-131,reproductive-system
WBGene00006026,srx-135,nervous-system
WBGene00006049,ssp-32,reproductive-system
WBGene00006052,ssq-3,intestine
WBGene00006055,ssr-2,nervous-system
WBGene00006064,sto-2,nervous-system
WBGene00006065,sto-3,nervous-system
WBGene00006067,sto-5,nervous-system
WBGene00006069,str-1,nervous-system
WBGene00006070,str-2,nervous-system
WBGene00006071,str-3,nervous-system
WBGene00006077,str-9,intestine
WBGene00006080,str-12,nervous-system
WBGene00006081,str-13,nervous-system
WBGene00006084,str-16,nervous-system
WBGene00006086,str-19,nervous-system
WBGene00006094,str-28,intestine
WBGene00006096,str-30,nervous-system
WBGene00006099,str-33,nervous-system
WBGene00006102,str-37,nervous-system
WBGene00006104,str-39,nervous-system
WBGene00006105,str-40,nervous-system
WBGene00006106,str-41,nervous-system
WBGene00006109,str-44,nervous-system
WBGene00006113,str-48,reproductive-system
WBGene00006122,str-57,nervous-system
WBGene00006135,str-74,nervous-system
WBGene00006138,str-78,nervous-system
WBGene00006143,str-84,nervous-system
WBGene00006146,str-87,nervous-system
WBGene00006147,str-88,nervous-system
WBGene00006149,str-90,nervous-system
WBGene00006150,str-92,reproductive-system
WBGene00006153,str-96,nervous-system
WBGene00006154,str-97,nervous-system
WBGene00006155,str-99,nervous-system
WBGene00006157,str-102,nervous-system
WBGene00006162,str-111,nervous-system
WBGene00006167,str-116,nervous-system
WBGene00006169,str-118,nervous-system
WBGene00006174,str-123,nervous-system
WBGene00006176,str-125,nervous-system
WBGene00006178,str-129,nervous-system
WBGene00006179,str-130,nervous-system
WBGene00006183,str-135,nervous-system
WBGene00006191,str-144,nervous-system
WBGene00006192,str-145,nervous-system
WBGene00006193,str-146,intestine
WBGene00006196,str-149,nervous-system
WBGene00006200,str-154,nervous-system
WBGene00006203,str-158,intestine
WBGene00006207,str-162,nervous-system
WBGene00006209,str-164,nervous-system
WBGene00006213,str-169,nervous-system
WBGene00006218,str-174,nervous-system
WBGene00006222,str-178,nervous-system
WBGene00006227,str-183,nervous-system
WBGene00006229,str-187,nervous-system
WBGene00006235,str-199,nervous-system
WBGene00006237,str-204,nervous-system
WBGene00006239,str-206,nervous-system
WBGene00006241,str-208,nervous-system
WBGene00006249,str-217,nervous-system
WBGene00006251,str-220,nervous-system
WBGene00006252,str-221,nervous-system
WBGene00006255,str-224,nervous-system
WBGene00006256,str-225,coelomic-system
WBGene00006258,str-227,nervous-system
WBGene00006259,str-228,intestine
WBGene00006260,str-229,nervous-system
WBGene00006262,str-231,nervous-system
WBGene00006263,str-232,nervous-system
WBGene00006268,str-240,nervous-system
WBGene00006270,str-243,epithelial-system
WBGene00006271,str-244,nervous-system
WBGene00006276,str-249,nervous-system
WBGene00006278,str-252,nervous-system
WBGene00006279,str-253,nervous-system
WBGene00006284,str-258,reproductive-system
WBGene00006286,str-260,nervous-system
WBGene00006287,str-261,nervous-system
WBGene00006306,sue-1,nervous-system
WBGene00006308,sul-1,nervous-system
WBGene00006309,sul-2,nervous-system
WBGene00006311,sun-1,reproductive-system
WBGene00006363,syd-1,nervous-system
WBGene00006368,sym-3,nervous-system
WBGene00006371,syx-3,nervous-system
WBGene00006375,syp-1,reproductive-system
WBGene00006396,taf-12,reproductive-system
WBGene00006409,hdl-2,reproductive-system
WBGene00006429,arrd-3,intestine
WBGene00006432,atrn-1,nervous-system
WBGene00006441,cpna-4,nervous-system
WBGene00006464,bath-47,intestine
WBGene00006494,zipt-7.2,intestine
WBGene00006495,cpna-1,nervous-system
WBGene00006505,lagr-1,nervous-system
WBGene00006513,rimb-1,nervous-system
WBGene00006518,bckd-1B,epithelial-system
WBGene00006526,tax-4,nervous-system
WBGene00006531,tba-5,nervous-system
WBGene00006540,tbg-1,reproductive-system
WBGene00006542,tbp-1,reproductive-system
WBGene00006544,tbx-7,nervous-system
WBGene00006553,tbx-34,nervous-system
WBGene00006555,tbx-36,reproductive-system
WBGene00006556,tbx-37,nervous-system
WBGene00006557,tbx-38,nervous-system
WBGene00006566,tgt-1,reproductive-system
WBGene00006583,tnc-2,nervous-system
WBGene00006586,tni-4,nervous-system
WBGene00006589,tnt-4,nervous-system
WBGene00006596,top-3,reproductive-system
WBGene00006612,trf-1,nervous-system
WBGene00006613,trm-1,reproductive-system
WBGene00006615,trp-2,nervous-system
WBGene00006619,try-1,reproductive-system
WBGene00006621,try-3,intestine
WBGene00006629,tsp-3,nervous-system
WBGene00006630,tsp-4,nervous-system
WBGene00006631,tsp-5,nervous-system
WBGene00006632,tsp-6,nervous-system
WBGene00006633,tsp-7,nervous-system
WBGene00006635,tsp-9,intestine
WBGene00006636,tsp-10,intestine
WBGene00006637,tsp-11,nervous-system
WBGene00006640,tsp-14,epithelial-system
WBGene00006642,tsp-16,nervous-system
WBGene00006645,tsp-19,reproductive-system
WBGene00006655,tub-1,nervous-system
WBGene00006657,twk-2,nervous-system
WBGene00006662,twk-7,nervous-system
WBGene00006663,twk-8,nervous-system
WBGene00006666,twk-11,nervous-system
WBGene00006667,twk-12,nervous-system
WBGene00006669,twk-14,nervous-system
WBGene00006670,twk-16,nervous-system
WBGene00006671,twk-17,nervous-system
WBGene00006672,twk-18,nervous-system
WBGene00006673,twk-20,nervous-system
WBGene00006675,twk-22,reproductive-system
WBGene00006677,twk-24,nervous-system
WBGene00006682,twk-30,nervous-system
WBGene00006683,twk-31,nervous-system
WBGene00006684,twk-32,nervous-system
WBGene00006686,twk-34,epithelial-system
WBGene00006687,twk-35,nervous-system
WBGene00006688,twk-36,excretory-system
WBGene00006689,twk-37,reproductive-system
WBGene00006690,twk-39,nervous-system
WBGene00006691,twk-40,nervous-system
WBGene00006693,twk-43,nervous-system
WBGene00006694,twk-44,nervous-system
WBGene00006695,twk-45,nervous-system
WBGene00006712,ubc-17,nervous-system
WBGene00006716,ubc-21,nervous-system
WBGene00006717,ubc-22,nervous-system
WBGene00006719,ubc-24,reproductive-system
WBGene00006731,uev-2,nervous-system
WBGene00006740,ulp-5,reproductive-system
WBGene00006748,unc-8,nervous-system
WBGene00006752,unc-13,nervous-system
WBGene00006761,unc-24,nervous-system
WBGene00006765,unc-29,nervous-system
WBGene00006782,unc-46,nervous-system
WBGene00006784,unc-49,nervous-system
WBGene00006807,unc-75,nervous-system
WBGene00006811,unc-79,nervous-system
WBGene00006814,unc-82,nervous-system
WBGene00006825,unc-96,nervous-system
WBGene00006832,unc-105,nervous-system
WBGene00006856,usp-14,reproductive-system
WBGene00006937,wah-1,reproductive-system
WBGene00006962,xol-1,epithelial-system
WBGene00006968,yars-2,reproductive-system
WBGene00006979,zig-2,nervous-system
WBGene00006981,zig-4,nervous-system
WBGene00006986,zip-1,nervous-system
WBGene00007006,npr-3,nervous-system
WBGene00007043,algn-10,reproductive-system
WBGene00007044,cpna-5,nervous-system
WBGene00007053,chd-7,nervous-system
WBGene00007056,crn-7,nervous-system
WBGene00007062,ebp-3,nervous-system
WBGene00007063,2L52.1,nervous-system
WBGene00007064,rga-9,nervous-system
WBGene00007072,ugt-1,intestine
WBGene00007076,AC8.4,intestine
WBGene00007079,AC8.7,intestine
WBGene00007080,sfxn-1.1,reproductive-system
WBGene00007081,AH6.3,reproductive-system
WBGene00007082,acs-10,reproductive-system
WBGene00007083,AH10.2,nervous-system
WBGene00007087,B0001.2,reproductive-system
WBGene00007092,B0001.7,reproductive-system
WBGene00007094,B0019.2,reproductive-system
WBGene00007101,B0024.11,reproductive-system
WBGene00007109,edg-1,reproductive-system
WBGene00007110,leo-1,reproductive-system
WBGene00007111,sart-3,reproductive-system
WBGene00007112,B0035.13,intestine
WBGene00007115,B0198.2,nervous-system
WBGene00007117,spe-42,reproductive-system
WBGene00007118,npp-22,reproductive-system
WBGene00007119,calf-1,nervous-system
WBGene00007121,B0250.4,nervous-system
WBGene00007124,B0250.7,reproductive-system
WBGene00007125,B0250.8,nervous-system
WBGene00007126,dhcr-7,nervous-system
WBGene00007137,lcmt-1,reproductive-system
WBGene00007148,B0334.10,reproductive-system
WBGene00007153,clec-41,intestine
WBGene00007164,fbxa-139,reproductive-system
WBGene00007166,fbxa-152,nervous-system
WBGene00007169,B0393.4,reproductive-system
WBGene00007173,B0393.8,reproductive-system
